epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,4357.47,0.64682,0.32483,0.87718,0.98838,0.97727,0.99292,0.8611,0.59818,0.2854,0.882,0.0082081,0.0082081,0.0082081
183,4381.68,0.63791,0.32125,0.87373,0.98237,0.98377,0.99342,0.86349,0.58949,0.27911,0.876,0.0081982,0.0081982,0.0081982
184,4405.89,0.63588,0.32492,0.87589,0.97747,0.98598,0.99295,0.85965,0.60453,0.28064,0.88214,0.0081883,0.0081883,0.0081883
185,4430.13,0.62809,0.32219,0.87211,0.98056,0.98235,0.99284,0.85986,0.59337,0.27975,0.87515,0.0081784,0.0081784,0.0081784
186,4453.68,0.6321,0.32464,0.86895,0.98695,0.98238,0.9926,0.86072,0.61086,0.28073,0.88098,0.0081685,0.0081685,0.0081685
187,4478.44,0.63432,0.32973,0.8684,0.98697,0.98378,0.99284,0.85862,0.59929,0.28253,0.87619,0.0081586,0.0081586,0.0081586
188,4501.82,0.63983,0.32233,0.87498,0.98693,0.98099,0.99314,0.86199,0.59978,0.28621,0.87692,0.0081487,0.0081487,0.0081487
189,4526.11,0.63914,0.32521,0.86777,0.98215,0.98243,0.99272,0.86236,0.59604,0.28326,0.8721,0.0081388,0.0081388,0.0081388
190,4549.62,0.6336,0.32546,0.86821,0.99021,0.98494,0.99283,0.86729,0.58426,0.28015,0.86748,0.0081289,0.0081289,0.0081289
191,4573.48,0.62686,0.32276,0.86578,0.99018,0.98232,0.99281,0.86675,0.59636,0.28155,0.87944,0.008119,0.008119,0.008119
192,4598.08,0.62682,0.32299,0.87086,0.9925,0.9789,0.99394,0.86055,0.60146,0.28239,0.87699,0.0081091,0.0081091,0.0081091
193,4621.83,0.63093,0.32498,0.87123,0.98942,0.98214,0.99357,0.86173,0.58786,0.28044,0.86556,0.0080992,0.0080992,0.0080992
194,4646.26,0.62662,0.32072,0.86569,0.99181,0.98339,0.99367,0.86531,0.58086,0.2805,0.86914,0.0080893,0.0080893,0.0080893
195,4669.75,0.62366,0.3178,0.86708,0.99076,0.98539,0.99372,0.85959,0.59,0.28051,0.87837,0.0080794,0.0080794,0.0080794
196,4694.65,0.62936,0.32238,0.87244,0.98532,0.98074,0.99349,0.85981,0.59563,0.28351,0.87594,0.0080695,0.0080695,0.0080695
197,4718.1,0.63375,0.32028,0.86936,0.99024,0.98839,0.99391,0.85676,0.60334,0.28412,0.88168,0.0080596,0.0080596,0.0080596
198,4741.96,0.61884,0.32138,0.86601,0.99019,0.98351,0.99378,0.86475,0.58846,0.2782,0.87381,0.0080497,0.0080497,0.0080497
199,4766.24,0.62957,0.32213,0.8715,0.98702,0.98777,0.99307,0.85671,0.59961,0.28407,0.87969,0.0080398,0.0080398,0.0080398
200,4790.85,0.63854,0.32032,0.87801,0.9898,0.98214,0.99324,0.86144,0.59701,0.28105,0.88063,0.0080299,0.0080299,0.0080299
201,4814.32,0.62184,0.31845,0.86759,0.98564,0.98377,0.99327,0.86431,0.59277,0.27784,0.87663,0.00802,0.00802,0.00802
202,4838.21,0.62656,0.31756,0.87005,0.98657,0.99026,0.9936,0.86227,0.59556,0.27788,0.87881,0.0080101,0.0080101,0.0080101
203,4861.95,0.62355,0.31537,0.86806,0.98365,0.98701,0.99268,0.86277,0.59045,0.27668,0.87597,0.0080002,0.0080002,0.0080002
204,4886.6,0.63838,0.31917,0.87236,0.98386,0.98986,0.99367,0.86448,0.58968,0.27752,0.87478,0.0079903,0.0079903,0.0079903
205,4910.23,0.62984,0.31827,0.86904,0.99191,0.98052,0.99389,0.86658,0.59275,0.28038,0.87775,0.0079804,0.0079804,0.0079804
206,4934.02,0.62529,0.31667,0.87113,0.9868,0.98701,0.99334,0.86315,0.60125,0.28247,0.88395,0.0079705,0.0079705,0.0079705
207,4958.44,0.61578,0.31609,0.86761,0.98857,0.98278,0.99286,0.86497,0.5819,0.27844,0.87827,0.0079606,0.0079606,0.0079606
208,4981.39,0.6144,0.31786,0.86884,0.9886,0.98588,0.99322,0.86532,0.5899,0.2761,0.87543,0.0079507,0.0079507,0.0079507
209,5006.42,0.62423,0.31518,0.87107,0.98798,0.98377,0.99299,0.86951,0.58535,0.2786,0.87438,0.0079408,0.0079408,0.0079408
210,5029.51,0.61752,0.31333,0.86597,0.99021,0.98491,0.9933,0.86793,0.58274,0.27233,0.87467,0.0079309,0.0079309,0.0079309
211,5054.45,0.62025,0.31635,0.87241,0.98758,0.98539,0.99368,0.85733,0.60694,0.27777,0.88708,0.007921,0.007921,0.007921
212,5077.94,0.62495,0.31285,0.87321,0.99183,0.98502,0.99331,0.86338,0.59025,0.27457,0.87378,0.0079111,0.0079111,0.0079111
213,5102.61,0.62531,0.31582,0.87046,0.98945,0.98052,0.99203,0.86394,0.58499,0.2767,0.87893,0.0079012,0.0079012,0.0079012
214,5125.52,0.62434,0.31335,0.87497,0.98536,0.98317,0.99342,0.86019,0.59309,0.27876,0.88434,0.0078913,0.0078913,0.0078913
215,5151.07,0.61321,0.31135,0.86523,0.98292,0.98539,0.99283,0.86712,0.58618,0.27287,0.87832,0.0078814,0.0078814,0.0078814
216,5173.91,0.60867,0.31362,0.86672,0.98545,0.98214,0.99171,0.86845,0.58507,0.27479,0.87993,0.0078715,0.0078715,0.0078715
217,5198.72,0.62873,0.31722,0.8762,0.99022,0.98647,0.99364,0.8693,0.59029,0.27404,0.88027,0.0078616,0.0078616,0.0078616
218,5222.7,0.61296,0.31212,0.86921,0.99023,0.98701,0.99302,0.86227,0.60087,0.27583,0.87819,0.0078517,0.0078517,0.0078517
219,5247.26,0.62322,0.31947,0.871,0.98702,0.98744,0.99364,0.85425,0.59987,0.2719,0.88935,0.0078418,0.0078418,0.0078418
220,5270.88,0.62559,0.31486,0.87099,0.98861,0.9865,0.9931,0.8689,0.58374,0.26777,0.8819,0.0078319,0.0078319,0.0078319
221,5295.47,0.61678,0.31306,0.86924,0.98863,0.98821,0.99348,0.86617,0.5844,0.27167,0.88105,0.007822,0.007822,0.007822
222,5319.38,0.61741,0.3158,0.86937,0.98513,0.99026,0.99275,0.86562,0.5858,0.27307,0.87693,0.0078121,0.0078121,0.0078121
223,5343.67,0.60801,0.31383,0.86758,0.99104,0.98377,0.99356,0.86891,0.58166,0.27036,0.87828,0.0078022,0.0078022,0.0078022
224,5367.37,0.60581,0.30988,0.86713,0.9902,0.98399,0.99419,0.86344,0.58533,0.2724,0.87826,0.0077923,0.0077923,0.0077923
225,5391.67,0.61475,0.3122,0.86716,0.98543,0.98803,0.99397,0.86382,0.59109,0.2722,0.87838,0.0077824,0.0077824,0.0077824
226,5415.98,0.60747,0.30932,0.86604,0.98538,0.9844,0.99374,0.86572,0.57889,0.27114,0.87267,0.0077725,0.0077725,0.0077725
227,5439.6,0.60584,0.31148,0.86383,0.98743,0.98214,0.9938,0.86919,0.58723,0.27023,0.87742,0.0077626,0.0077626,0.0077626
228,5463.37,0.61486,0.31153,0.8666,0.98592,0.98377,0.99355,0.8663,0.57932,0.2722,0.8717,0.0077527,0.0077527,0.0077527
229,5487.88,0.61059,0.30979,0.86806,0.99022,0.98572,0.99279,0.86359,0.59079,0.27054,0.87931,0.0077428,0.0077428,0.0077428
230,5511.51,0.61551,0.31749,0.86586,0.98955,0.98214,0.9934,0.86314,0.59129,0.27066,0.87904,0.0077329,0.0077329,0.0077329
231,5536.16,0.59747,0.30929,0.86146,0.99139,0.98214,0.99329,0.85898,0.60167,0.27508,0.88029,0.007723,0.007723,0.007723
232,5559.42,0.6098,0.31054,0.85912,0.98984,0.98539,0.99195,0.86026,0.59277,0.27515,0.87736,0.0077131,0.0077131,0.0077131
233,5583.34,0.60947,0.31054,0.8646,0.98599,0.98214,0.99226,0.85973,0.5904,0.26929,0.8754,0.0077032,0.0077032,0.0077032
234,5607.62,0.61788,0.31203,0.8686,0.99022,0.98627,0.99323,0.86152,0.59157,0.27204,0.87198,0.0076933,0.0076933,0.0076933
235,5631.8,0.60021,0.30801,0.85861,0.99018,0.98226,0.99165,0.86286,0.59189,0.27342,0.8743,0.0076834,0.0076834,0.0076834
236,5654.47,0.6037,0.31048,0.86241,0.98678,0.98864,0.9912,0.86345,0.58743,0.27175,0.88032,0.0076735,0.0076735,0.0076735
237,5679.14,0.60783,0.31382,0.86317,0.99118,0.98052,0.9922,0.86219,0.59236,0.27331,0.8838,0.0076636,0.0076636,0.0076636
238,5703.52,0.6039,0.30824,0.8664,0.98857,0.9789,0.99219,0.86309,0.58438,0.27116,0.88019,0.0076537,0.0076537,0.0076537
239,5727.82,0.60467,0.30777,0.86385,0.9877,0.98214,0.99322,0.86305,0.59193,0.27198,0.87915,0.0076438,0.0076438,0.0076438
240,5751.14,0.61146,0.31155,0.86179,0.98747,0.98539,0.99354,0.86769,0.58602,0.27083,0.87644,0.0076339,0.0076339,0.0076339
241,5775.47,0.61034,0.30911,0.87052,0.9886,0.98508,0.9933,0.86668,0.58744,0.27319,0.87543,0.007624,0.007624,0.007624
242,5799.15,0.60574,0.30924,0.86548,0.98858,0.98358,0.99273,0.86835,0.58205,0.2737,0.87372,0.0076141,0.0076141,0.0076141
243,5824.08,0.60829,0.31007,0.86712,0.98784,0.99026,0.99247,0.86925,0.57794,0.2682,0.87499,0.0076042,0.0076042,0.0076042
244,5847.38,0.61318,0.31031,0.87195,0.99184,0.98605,0.99317,0.86603,0.57835,0.26755,0.87532,0.0075943,0.0075943,0.0075943
245,5872.56,0.58716,0.30587,0.85943,0.99183,0.98514,0.99254,0.86636,0.57315,0.26638,0.87469,0.0075844,0.0075844,0.0075844
246,5895.83,0.60452,0.30785,0.86276,0.98569,0.98539,0.99349,0.87237,0.56532,0.26733,0.86738,0.0075745,0.0075745,0.0075745
247,5920.36,0.59987,0.30648,0.86814,0.98732,0.98214,0.9926,0.8614,0.58988,0.26776,0.8801,0.0075646,0.0075646,0.0075646
248,5944.45,0.60232,0.30379,0.86065,0.98428,0.98377,0.99299,0.86889,0.58087,0.26747,0.87553,0.0075547,0.0075547,0.0075547
249,5967.84,0.60594,0.30926,0.86126,0.98453,0.98701,0.9931,0.8643,0.58476,0.26923,0.87859,0.0075448,0.0075448,0.0075448
250,5992.02,0.59939,0.30463,0.86023,0.98797,0.97727,0.99287,0.86946,0.57782,0.27156,0.8689,0.0075349,0.0075349,0.0075349
251,6015.97,0.60494,0.30752,0.85643,0.98849,0.98214,0.99228,0.87039,0.57571,0.26626,0.86529,0.007525,0.007525,0.007525
252,6039.81,0.59747,0.30515,0.85902,0.98858,0.98348,0.99238,0.87196,0.58148,0.26566,0.87322,0.0075151,0.0075151,0.0075151
253,6064.21,0.58585,0.29934,0.85608,0.98695,0.98238,0.9933,0.86955,0.58473,0.26627,0.86824,0.0075052,0.0075052,0.0075052
254,6089.33,0.5942,0.30554,0.85856,0.98794,0.98539,0.99283,0.87107,0.57596,0.26362,0.86609,0.0074953,0.0074953,0.0074953
255,6112.71,0.60064,0.30592,0.85786,0.98499,0.98377,0.99381,0.86532,0.58958,0.2638,0.87185,0.0074854,0.0074854,0.0074854
256,6137.95,0.60479,0.30313,0.86123,0.98701,0.98682,0.99323,0.86848,0.57956,0.26317,0.86967,0.0074755,0.0074755,0.0074755
257,6161.42,0.59517,0.30515,0.85915,0.98867,0.9912,0.99345,0.8693,0.58037,0.26438,0.87282,0.0074656,0.0074656,0.0074656
258,6186.35,0.60062,0.30188,0.86158,0.99182,0.98448,0.99344,0.87072,0.57402,0.26506,0.87282,0.0074557,0.0074557,0.0074557
259,6209.41,0.58993,0.30171,0.85855,0.98861,0.98673,0.99318,0.87034,0.58912,0.2663,0.87306,0.0074458,0.0074458,0.0074458
260,6234.09,0.59707,0.3077,0.85693,0.98749,0.98377,0.99383,0.86594,0.58063,0.26676,0.87082,0.0074359,0.0074359,0.0074359
261,6257.55,0.59267,0.301,0.85276,0.9888,0.98052,0.9941,0.8721,0.57887,0.26322,0.86608,0.007426,0.007426,0.007426
262,6282.17,0.59374,0.30438,0.86146,0.98769,0.98377,0.99376,0.86819,0.58272,0.26415,0.8749,0.0074161,0.0074161,0.0074161
263,6305.53,0.59808,0.30312,0.85957,0.98533,0.98143,0.99305,0.86631,0.58623,0.26681,0.88237,0.0074062,0.0074062,0.0074062
264,6330.14,0.58341,0.30022,0.85296,0.98466,0.98864,0.99256,0.86792,0.57285,0.26732,0.87189,0.0073963,0.0073963,0.0073963
265,6353.99,0.58313,0.29653,0.85451,0.99019,0.983,0.99291,0.8698,0.57775,0.26226,0.8761,0.0073864,0.0073864,0.0073864
266,6378.99,0.59232,0.29925,0.86228,0.98223,0.98711,0.99293,0.86904,0.57496,0.26256,0.87477,0.0073765,0.0073765,0.0073765
267,6402.97,0.59487,0.30052,0.86087,0.9908,0.98214,0.99395,0.86883,0.5772,0.26135,0.87285,0.0073666,0.0073666,0.0073666
268,6426.33,0.58429,0.29826,0.85647,0.99022,0.98645,0.99352,0.87232,0.57441,0.26419,0.86508,0.0073567,0.0073567,0.0073567
269,6451.32,0.59332,0.30017,0.85706,0.98736,0.98539,0.99345,0.86904,0.57861,0.2636,0.86885,0.0073468,0.0073468,0.0073468
270,6474.88,0.59251,0.30042,0.85727,0.99023,0.98703,0.99325,0.86709,0.58907,0.2672,0.87239,0.0073369,0.0073369,0.0073369
271,6498.95,0.59466,0.30314,0.85881,0.98946,0.98214,0.99302,0.86854,0.58023,0.26217,0.87346,0.007327,0.007327,0.007327
272,6523.28,0.59919,0.30319,0.86512,0.98805,0.99026,0.9933,0.87076,0.57662,0.26258,0.87221,0.0073171,0.0073171,0.0073171
273,6547.5,0.5936,0.30127,0.86136,0.98686,0.98864,0.9935,0.86868,0.58428,0.26193,0.88149,0.0073072,0.0073072,0.0073072
274,6571.48,0.57627,0.2982,0.85452,0.9822,0.98551,0.99369,0.86978,0.57814,0.2635,0.87395,0.0072973,0.0072973,0.0072973
275,6596.01,0.59377,0.29939,0.85941,0.98227,0.98929,0.99376,0.87044,0.57791,0.26178,0.87289,0.0072874,0.0072874,0.0072874
276,6620.15,0.58162,0.29631,0.85875,0.98221,0.98601,0.99267,0.86916,0.58622,0.26602,0.87403,0.0072775,0.0072775,0.0072775
277,6644.23,0.59384,0.29901,0.85979,0.9819,0.98539,0.99312,0.87168,0.58113,0.26373,0.87527,0.0072676,0.0072676,0.0072676
278,6667.97,0.59441,0.29942,0.85884,0.98701,0.98681,0.99269,0.86887,0.58236,0.26463,0.87347,0.0072577,0.0072577,0.0072577
279,6692.19,0.59372,0.30154,0.86006,0.99019,0.98364,0.99203,0.86959,0.57905,0.26507,0.87074,0.0072478,0.0072478,0.0072478
280,6715.95,0.58928,0.30018,0.85666,0.98543,0.98797,0.99297,0.87079,0.57876,0.26256,0.875,0.0072379,0.0072379,0.0072379
281,6740.25,0.57905,0.29336,0.85627,0.98531,0.98377,0.99047,0.86651,0.58272,0.26673,0.87955,0.007228,0.007228,0.007228
282,6763.57,0.59939,0.30267,0.86319,0.99017,0.98159,0.99218,0.8675,0.58616,0.26822,0.87318,0.0072181,0.0072181,0.0072181
283,6787.5,0.58621,0.29805,0.8605,0.99023,0.98688,0.99359,0.86878,0.58189,0.26394,0.8697,0.0072082,0.0072082,0.0072082
284,6812.03,0.58057,0.29541,0.85738,0.98867,0.98864,0.99275,0.86486,0.5841,0.26387,0.87366,0.0071983,0.0071983,0.0071983
285,6836.56,0.58778,0.29874,0.85745,0.99307,0.98701,0.99289,0.86478,0.58215,0.26414,0.87463,0.0071884,0.0071884,0.0071884
286,6860.13,0.58744,0.30049,0.85729,0.99131,0.98701,0.99325,0.87022,0.58377,0.26179,0.87649,0.0071785,0.0071785,0.0071785
287,6885.04,0.58025,0.29448,0.85507,0.99151,0.98864,0.99373,0.87027,0.58262,0.26054,0.87394,0.0071686,0.0071686,0.0071686
288,6910.23,0.58085,0.29627,0.85434,0.98548,0.99162,0.99347,0.87464,0.58465,0.25796,0.87191,0.0071587,0.0071587,0.0071587
289,6933.95,0.56965,0.28884,0.85177,0.98783,0.98539,0.99373,0.86823,0.581,0.26184,0.87299,0.0071488,0.0071488,0.0071488
290,6958.97,0.57599,0.29909,0.85687,0.98857,0.98539,0.99351,0.86971,0.5878,0.26298,0.87374,0.0071389,0.0071389,0.0071389
291,6982.77,0.58581,0.29874,0.85571,0.98798,0.98701,0.99369,0.86936,0.58243,0.26186,0.87324,0.007129,0.007129,0.007129
292,7006.83,0.57594,0.29094,0.85512,0.99135,0.98539,0.99361,0.87058,0.58341,0.26129,0.87653,0.0071191,0.0071191,0.0071191
293,7032.36,0.58603,0.29549,0.85778,0.98642,0.99188,0.99353,0.86787,0.57628,0.26032,0.87487,0.0071092,0.0071092,0.0071092
294,7055.71,0.57652,0.29719,0.8542,0.98865,0.98965,0.99377,0.8678,0.57942,0.25687,0.87738,0.0070993,0.0070993,0.0070993
295,7080.3,0.59322,0.29924,0.8583,0.99021,0.98527,0.99387,0.86469,0.58152,0.26027,0.87511,0.0070894,0.0070894,0.0070894
296,7105.2,0.5858,0.29684,0.85684,0.9853,0.98377,0.99284,0.86673,0.57577,0.26048,0.87491,0.0070795,0.0070795,0.0070795
297,7129.02,0.58249,0.29408,0.86063,0.98379,0.9852,0.99205,0.86665,0.57742,0.26148,0.877,0.0070696,0.0070696,0.0070696
298,7153.32,0.58605,0.29507,0.85786,0.98857,0.98286,0.99305,0.87079,0.5759,0.26103,0.87339,0.0070597,0.0070597,0.0070597
299,7177.33,0.58456,0.29718,0.86252,0.98751,0.98377,0.99221,0.86994,0.57246,0.26097,0.87299,0.0070498,0.0070498,0.0070498
300,7200.55,0.58632,0.29406,0.85454,0.98859,0.98424,0.99308,0.86798,0.57868,0.25855,0.8749,0.0070399,0.0070399,0.0070399
301,7225.55,0.57703,0.29213,0.85632,0.987,0.98639,0.993,0.8687,0.57733,0.25903,0.87708,0.00703,0.00703,0.00703
302,7249.16,0.58397,0.29629,0.85682,0.98748,0.98701,0.99405,0.86843,0.57585,0.25898,0.87274,0.0070201,0.0070201,0.0070201
303,7273.17,0.57085,0.28864,0.85643,0.98278,0.98701,0.99368,0.86783,0.57885,0.26068,0.87795,0.0070102,0.0070102,0.0070102
304,7296.92,0.57716,0.29108,0.85438,0.987,0.98567,0.99327,0.86623,0.5794,0.25773,0.8773,0.0070003,0.0070003,0.0070003
305,7320.87,0.56694,0.29294,0.8508,0.99182,0.98359,0.99354,0.87066,0.57728,0.25773,0.87346,0.0069904,0.0069904,0.0069904
306,7344.91,0.5705,0.29245,0.85625,0.98966,0.98539,0.99276,0.86549,0.57838,0.2532,0.87701,0.0069805,0.0069805,0.0069805
307,7368.48,0.57117,0.29379,0.85451,0.98785,0.98539,0.99347,0.86762,0.57886,0.25991,0.87472,0.0069706,0.0069706,0.0069706
308,7391.71,0.5663,0.29461,0.84324,0.98856,0.98204,0.99313,0.86617,0.58326,0.26004,0.87169,0.0069607,0.0069607,0.0069607
309,7416.91,0.58663,0.29554,0.85688,0.98537,0.98433,0.99306,0.86623,0.59194,0.25972,0.87799,0.0069508,0.0069508,0.0069508
310,7440.8,0.58178,0.29606,0.85726,0.98572,0.98864,0.99331,0.86653,0.59472,0.26107,0.88064,0.0069409,0.0069409,0.0069409
311,7465.26,0.57747,0.28812,0.85459,0.99256,0.98214,0.99363,0.86838,0.58907,0.25869,0.87631,0.006931,0.006931,0.006931
312,7488.67,0.56985,0.28904,0.85477,0.99181,0.98332,0.99367,0.86926,0.58459,0.25683,0.87804,0.0069211,0.0069211,0.0069211
313,7513.15,0.58091,0.29316,0.85687,0.99076,0.98377,0.99274,0.86476,0.58266,0.2585,0.87622,0.0069112,0.0069112,0.0069112
314,7537.1,0.57532,0.29475,0.86266,0.98703,0.988,0.99359,0.86814,0.58537,0.25772,0.87725,0.0069013,0.0069013,0.0069013
315,7560.94,0.59281,0.29812,0.86043,0.98658,0.98377,0.99337,0.86985,0.57974,0.26038,0.87578,0.0068914,0.0068914,0.0068914
316,7585.11,0.57565,0.2905,0.85728,0.98848,0.98377,0.99353,0.86627,0.58182,0.25842,0.8753,0.0068815,0.0068815,0.0068815
317,7609.01,0.57449,0.28867,0.85235,0.98977,0.98214,0.99324,0.86763,0.58873,0.26129,0.87971,0.0068716,0.0068716,0.0068716
318,7632.79,0.57564,0.2915,0.85458,0.99178,0.97926,0.99282,0.86742,0.58626,0.2606,0.87879,0.0068617,0.0068617,0.0068617
319,7656.27,0.56496,0.29029,0.85636,0.99181,0.98354,0.99372,0.865,0.57916,0.25955,0.88008,0.0068518,0.0068518,0.0068518
320,7680.58,0.57126,0.28778,0.85367,0.98542,0.98714,0.99365,0.86795,0.57928,0.25419,0.875,0.0068419,0.0068419,0.0068419
321,7704.99,0.57539,0.28942,0.85444,0.98946,0.99188,0.99427,0.86961,0.5788,0.2585,0.87266,0.006832,0.006832,0.006832
322,7728.72,0.57921,0.29258,0.8559,0.99183,0.98512,0.99433,0.86929,0.58463,0.25873,0.87708,0.0068221,0.0068221,0.0068221
323,7752.78,0.57343,0.29142,0.84862,0.98858,0.98352,0.99415,0.86918,0.58256,0.2565,0.87417,0.0068122,0.0068122,0.0068122
324,7776.15,0.58351,0.29486,0.85162,0.99266,0.98701,0.99397,0.86668,0.58811,0.25705,0.87473,0.0068023,0.0068023,0.0068023
325,7800.69,0.5674,0.29072,0.85122,0.99323,0.99351,0.99417,0.86873,0.5815,0.25804,0.87383,0.0067924,0.0067924,0.0067924
326,7824,0.56986,0.28783,0.85276,0.98866,0.99077,0.99369,0.86466,0.58453,0.25746,0.87517,0.0067825,0.0067825,0.0067825
327,7848.84,0.56615,0.28572,0.84804,0.99184,0.98641,0.99402,0.86643,0.58851,0.25694,0.87514,0.0067726,0.0067726,0.0067726
328,7873.09,0.5696,0.29046,0.85245,0.98797,0.98864,0.99377,0.8675,0.5862,0.2572,0.87462,0.0067627,0.0067627,0.0067627
329,7897.72,0.56936,0.28883,0.85134,0.98862,0.98686,0.9939,0.87082,0.57687,0.25561,0.87304,0.0067528,0.0067528,0.0067528
330,7921.31,0.57047,0.28962,0.85372,0.98865,0.99021,0.99392,0.86936,0.57706,0.25654,0.87406,0.0067429,0.0067429,0.0067429
331,7945.75,0.56239,0.28678,0.84995,0.99185,0.98813,0.9929,0.86892,0.58611,0.25798,0.87289,0.006733,0.006733,0.006733
332,7969.36,0.56973,0.2919,0.84619,0.99025,0.98951,0.99288,0.86619,0.58312,0.25599,0.87079,0.0067231,0.0067231,0.0067231
333,7994.18,0.57064,0.28863,0.85081,0.99,0.99026,0.99412,0.86778,0.58156,0.25759,0.87051,0.0067132,0.0067132,0.0067132
334,8019.71,0.55328,0.28239,0.8481,0.98705,0.9898,0.99414,0.87052,0.5812,0.25517,0.87205,0.0067033,0.0067033,0.0067033
335,8043.19,0.58109,0.28914,0.85862,0.99263,0.99026,0.99385,0.86885,0.58804,0.25491,0.87884,0.0066934,0.0066934,0.0066934
336,8067.76,0.5685,0.29029,0.85113,0.99189,0.99188,0.99382,0.86986,0.58476,0.25529,0.87524,0.0066835,0.0066835,0.0066835
337,8091.71,0.56366,0.28777,0.85062,0.99242,0.98864,0.99363,0.867,0.58823,0.25345,0.878,0.0066736,0.0066736,0.0066736
338,8116.56,0.56994,0.28916,0.85627,0.99187,0.98992,0.99329,0.86836,0.58794,0.25466,0.88194,0.0066637,0.0066637,0.0066637
339,8140.69,0.56899,0.28714,0.85552,0.99346,0.98697,0.9932,0.86586,0.59441,0.25412,0.88301,0.0066538,0.0066538,0.0066538
340,8164.5,0.56168,0.28501,0.85097,0.99346,0.98697,0.99356,0.86698,0.59198,0.25424,0.87895,0.0066439,0.0066439,0.0066439
341,8188.99,0.55818,0.28373,0.85268,0.98924,0.98701,0.99365,0.86783,0.58642,0.25503,0.8778,0.006634,0.006634,0.006634
342,8213.23,0.56201,0.28749,0.85373,0.9886,0.98532,0.9935,0.86482,0.58849,0.25425,0.8796,0.0066241,0.0066241,0.0066241
343,8237.24,0.57215,0.28799,0.8514,0.98373,0.98864,0.99279,0.86692,0.58464,0.25335,0.87758,0.0066142,0.0066142,0.0066142
344,8260.43,0.55613,0.28434,0.85398,0.98858,0.98343,0.9924,0.86221,0.58888,0.25503,0.87778,0.0066043,0.0066043,0.0066043
345,8285.68,0.5628,0.28717,0.84997,0.99025,0.98972,0.99354,0.86445,0.58377,0.25364,0.87731,0.0065944,0.0065944,0.0065944
346,8310.25,0.57464,0.28911,0.85704,0.99179,0.98104,0.99332,0.86612,0.5824,0.25213,0.87284,0.0065845,0.0065845,0.0065845
347,8335.24,0.558,0.2866,0.85059,0.98705,0.99013,0.99311,0.86496,0.58742,0.25419,0.87589,0.0065746,0.0065746,0.0065746
348,8359.05,0.56391,0.28726,0.8486,0.99025,0.98937,0.99326,0.86612,0.58409,0.25129,0.87375,0.0065647,0.0065647,0.0065647
349,8383.41,0.55502,0.28101,0.84615,0.99335,0.98864,0.99314,0.86422,0.58684,0.254,0.87669,0.0065548,0.0065548,0.0065548
350,8407.52,0.55395,0.28151,0.85027,0.99183,0.98565,0.99358,0.86598,0.58372,0.25254,0.87441,0.0065449,0.0065449,0.0065449
351,8431.85,0.55076,0.27898,0.8495,0.99052,0.98539,0.99324,0.86978,0.58093,0.25243,0.87487,0.006535,0.006535,0.006535
352,8455.68,0.56909,0.28739,0.85726,0.98997,0.98539,0.99298,0.86372,0.58707,0.25226,0.87869,0.0065251,0.0065251,0.0065251
353,8480.4,0.56021,0.28285,0.84818,0.98789,0.98539,0.99307,0.86565,0.59202,0.25591,0.88073,0.0065152,0.0065152,0.0065152
354,8504.74,0.55628,0.28435,0.84769,0.98938,0.98864,0.99314,0.86556,0.59054,0.25462,0.87921,0.0065053,0.0065053,0.0065053
355,8529.45,0.56263,0.28408,0.85311,0.99105,0.98864,0.99289,0.86671,0.59035,0.25561,0.87898,0.0064954,0.0064954,0.0064954
356,8554.5,0.5596,0.28252,0.85222,0.99186,0.98864,0.99311,0.86874,0.5918,0.25537,0.87906,0.0064855,0.0064855,0.0064855
357,8579.51,0.56172,0.28345,0.85091,0.99024,0.98803,0.99333,0.8705,0.58679,0.25155,0.87613,0.0064756,0.0064756,0.0064756
358,8606.47,0.55797,0.28721,0.85292,0.99188,0.9914,0.99329,0.86755,0.58361,0.25341,0.87826,0.0064657,0.0064657,0.0064657
359,8634,0.56596,0.28574,0.8498,0.99186,0.98935,0.99295,0.86401,0.58101,0.25244,0.87812,0.0064558,0.0064558,0.0064558
360,8658.98,0.55983,0.28187,0.8512,0.98923,0.99188,0.99285,0.86491,0.58634,0.25547,0.87844,0.0064459,0.0064459,0.0064459
361,8686.44,0.55087,0.28112,0.84852,0.98872,0.99188,0.99234,0.8644,0.58807,0.25387,0.8781,0.006436,0.006436,0.006436
362,8711.82,0.55175,0.28071,0.84477,0.99025,0.98914,0.99272,0.86536,0.5822,0.25447,0.87379,0.0064261,0.0064261,0.0064261
363,8738.67,0.554,0.28122,0.849,0.99187,0.99054,0.99289,0.86704,0.58491,0.25531,0.8778,0.0064162,0.0064162,0.0064162
364,8762.78,0.55865,0.27947,0.85218,0.98867,0.99158,0.99227,0.86292,0.58728,0.25254,0.87997,0.0064063,0.0064063,0.0064063
365,8786.57,0.56388,0.28665,0.85365,0.99093,0.98864,0.99185,0.86152,0.58772,0.25244,0.87877,0.0063964,0.0063964,0.0063964
366,8811.37,0.55986,0.2835,0.84909,0.98863,0.98777,0.99236,0.86086,0.58702,0.25327,0.87711,0.0063865,0.0063865,0.0063865
367,8835.28,0.55967,0.28222,0.85098,0.98863,0.98837,0.99251,0.8658,0.58559,0.2563,0.87552,0.0063766,0.0063766,0.0063766
